CustomerID,Region,State,City,CityTier,Gender,Age,PlanType,NetworkType,TenureMonths,CustomerSince,ARPU_INR,DataUsage_GB,VoiceMinutes,SMSCount,RechargeFreqPerMonth,PaymentMethod,HandsetBrand,OTTBundle,FamilyPlan,ComplaintsLast90Days,NPS,RoamingDays,Churn
CUST000511,South,Georgia,Atlanta,1,Male,39,Prepaid,5G,46,07-11-2021,204.69,13.89,356,4,2,Debit Card,Xiaomi,0,0,0,36,4,0
CUST000512,West,Colorado,Lakewood,3,Male,28,Prepaid,4G,12,06-09-2024,185.15,22.78,300,11,1,UPI,Vivo,0,0,0,49,0,0
CUST000513,Midwest,Minnesota,Duluth,3,Male,37,Prepaid,4G,32,07-01-2023,241.87,32.35,278,7,0.5,UPI,Vivo,0,0,0,28,0,0
CUST000514,Northeast,Pennsylvania,Bethlehem,3,Male,41,Postpaid,4G,42,09-03-2022,772.99,25.73,470,9,1,Credit Card,Vivo,1,1,0,-9,0,0
CUST000515,Midwest,Missouri,Springfield,2,Female,33,Prepaid,4G,7,05-02-2025,125.42,10.34,487,6,3,UPI,Oppo,1,0,0,50,0,1
CUST000516,Midwest,Ohio,Cincinnati,2,Female,18,Prepaid,4G,67,08-02-2020,217.21,20.53,556,9,1,Cash,Samsung,0,0,0,3,2,0
CUST000517,West,Colorado,Denver,1,Male,18,Prepaid,4G,1,06-08-2025,235.47,19.08,492,12,1,UPI,Realme,0,0,0,85,2,0
CUST000518,Northeast,Connecticut,Waterbury,3,Male,25,Prepaid,4G,23,07-10-2023,214.3,18.37,551,8,1,Debit Card,Xiaomi,0,0,0,62,3,0
CUST000519,Northeast,Rhode Island,Pawtucket,3,Female,31,Prepaid,4G,19,06-02-2024,197.33,14.04,410,8,0.5,Cash,Xiaomi,0,0,0,34,1,0
CUST000520,Midwest,Illinois,Chicago,1,Female,42,Postpaid,4G,30,08-03-2023,545.14,18.43,517,6,1,NetBanking,Xiaomi,0,0,0,16,2,0
CUST000521,South,Texas,Plano,2,Male,34,Prepaid,4G,6,07-03-2025,271.69,8.63,307,5,2,UPI,Realme,0,0,0,-26,1,0
CUST000522,West,California,Riverside,3,Female,55,Prepaid,4G,1,06-08-2025,256.37,65.9,406,6,1,Cash,Realme,1,0,0,89,3,0
CUST000523,Northeast,New Jersey,Paterson,2,Female,18,Prepaid,4G,15,06-06-2024,205.84,16.35,206,12,1,Debit Card,Samsung,1,0,0,4,1,0
CUST000524,Northeast,New Jersey,Jersey City,1,Female,33,Prepaid,4G,91,08-02-2018,220.47,20.68,428,7,1,UPI,OnePlus,0,0,0,83,2,0
CUST000525,Northeast,Massachusetts,Cambridge,2,Male,27,Prepaid,4G,14,07-07-2024,185.62,13.06,573,9,1,Debit Card,Xiaomi,0,0,0,-52,1,0
CUST000526,West,Colorado,Colorado Springs,2,Male,34,Prepaid,4G,14,07-07-2024,106.57,24.71,432,5,1,UPI,Samsung,1,0,0,23,2,0
CUST000527,West,Colorado,Aurora,2,Male,47,Prepaid,4G,1,06-08-2025,224.15,6.83,514,7,2,Debit Card,Vivo,1,0,0,5,1,0
CUST000528,West,Oregon,Portland,1,Female,48,Prepaid,4G,2,07-07-2025,271.21,5.22,461,8,1,UPI,Xiaomi,0,0,0,-9,2,0
CUST000529,Midwest,Ohio,Cincinnati,2,Female,32,Postpaid,4G,21,07-12-2023,616.55,17.53,357,8,1,Credit Card,Oppo,1,0,1,36,1,0
CUST000530,Northeast,Rhode Island,Warwick,2,Male,39,Prepaid,4G,12,06-09-2024,206.55,51.03,394,9,0.5,UPI,Realme,1,1,0,82,0,0
CUST000531,Northeast,Rhode Island,Cranston,2,Female,33,Prepaid,5G,75,09-06-2019,215.34,41.48,561,13,2,Debit Card,Apple,0,0,1,11,1,0
CUST000532,Northeast,Pennsylvania,Allentown,2,Female,22,Postpaid,4G,31,06-02-2023,497.61,10.99,513,2,1,UPI,OnePlus,1,0,1,33,0,0
CUST000533,Northeast,Rhode Island,Warwick,2,Other,32,Prepaid,2G,14,07-07-2024,190.02,20.28,350,5,1,UPI,Vivo,0,0,0,-2,0,0
CUST000534,South,Georgia,Athens,3,Female,27,Prepaid,4G,14,07-07-2024,203.35,10.16,260,5,1,UPI,Xiaomi,1,0,0,-7,1,0
CUST000535,Northeast,Massachusetts,Springfield,2,Other,31,Prepaid,4G,20,06-01-2024,237.87,19.22,450,10,1,Debit Card,Realme,0,1,0,-51,0,0
CUST000536,Midwest,Ohio,Cincinnati,2,Male,24,Prepaid,2G,20,06-01-2024,265.15,20.14,355,9,2,UPI,Motorola,1,1,0,1,2,1
CUST000537,Northeast,New York,New York,1,Female,33,Prepaid,4G,28,08-05-2023,230.83,25.94,402,7,1,UPI,Oppo,0,0,0,17,1,0
CUST000538,West,Colorado,Colorado Springs,2,Female,34,Prepaid,4G,1,06-08-2025,168.21,5.82,254,7,1,UPI,OnePlus,0,0,1,-25,2,0
CUST000539,West,Colorado,Denver,1,Male,38,Prepaid,4G,51,08-06-2021,241.43,6.96,553,9,1,UPI,Apple,0,0,0,91,3,0
CUST000540,Midwest,Minnesota,Bloomington,2,Male,34,Prepaid,4G,1,06-08-2025,290.46,14.22,414,10,0.5,UPI,Xiaomi,0,0,1,42,1,0
CUST000541,Northeast,Pennsylvania,Bethlehem,3,Female,46,Postpaid,4G,45,07-12-2021,485.06,9.61,434,10,1,NetBanking,Oppo,0,0,1,50,2,0
CUST000542,South,Virginia,Richmond,2,Male,51,Prepaid,4G,11,06-10-2024,245.43,7.65,328,5,2,UPI,Samsung,0,0,2,-27,0,0
CUST000543,West,Colorado,Fort Collins,3,Female,28,Prepaid,4G,45,07-12-2021,263.44,17.52,392,11,0.5,Debit Card,Oppo,0,0,0,41,1,0
CUST000544,South,Florida,Tallahassee,2,Male,40,Prepaid,4G,12,06-09-2024,195.6,8.59,442,8,0.5,UPI,Vivo,1,0,0,79,1,0
CUST000545,South,Georgia,Augusta,2,Male,51,Prepaid,4G,1,06-08-2025,181.97,57.66,341,3,1,UPI,Xiaomi,1,0,0,22,0,0
CUST000546,West,Washington,Seattle,1,Male,40,Prepaid,5G,4,07-05-2025,263,14.59,400,8,1,NetBanking,Realme,0,0,0,37,3,0
CUST000547,Midwest,Wisconsin,Green Bay,2,Male,38,Prepaid,5G,15,06-06-2024,224.13,17.08,592,8,0.5,UPI,Vivo,0,0,1,16,2,0
CUST000548,South,Virginia,Richmond,2,Female,18,Prepaid,4G,1,06-08-2025,237.79,17.79,215,6,2,UPI,Xiaomi,1,0,0,40,0,0
CUST000549,South,Georgia,Atlanta,1,Female,26,Prepaid,4G,9,06-12-2024,322.95,6.02,450,10,1,UPI,Samsung,0,0,1,25,2,0
CUST000550,Northeast,Rhode Island,Providence,1,Male,28,Prepaid,5G,7,05-02-2025,246.68,27.25,328,8,0.5,UPI,Samsung,0,0,0,15,3,0
CUST000551,South,North Carolina,Winston-Salem,2,Male,44,Prepaid,4G,30,08-03-2023,162.31,18.26,585,10,0.5,UPI,Other,0,0,0,39,1,0
CUST000552,Northeast,Connecticut,Stamford,2,Male,25,Prepaid,5G,2,07-07-2025,212.67,16.29,404,9,1,UPI,Realme,0,0,0,25,1,0
CUST000553,South,Tennessee,Knoxville,2,Male,31,Prepaid,4G,20,06-01-2024,219.66,17.54,299,4,1,UPI,Oppo,0,0,1,37,2,0
CUST000554,South,Tennessee,Chattanooga,2,Female,39,Prepaid,4G,9,06-12-2024,260.69,19.24,399,5,1,Debit Card,OnePlus,0,0,0,23,1,0
CUST000555,Northeast,Pennsylvania,Pittsburgh,1,Male,25,Prepaid,4G,15,06-06-2024,232.13,35.2,463,7,1,Debit Card,Realme,1,0,0,63,4,0
CUST000556,West,Colorado,Fort Collins,3,Male,34,Prepaid,4G,4,07-05-2025,193.64,66.7,746,4,2,UPI,Oppo,0,0,0,91,2,0
CUST000557,Midwest,Indiana,Indianapolis,1,Male,33,Prepaid,5G,16,07-05-2024,185.15,10.62,174,14,1,Debit Card,Vivo,0,0,1,34,1,0
CUST000558,Midwest,Ohio,Columbus,1,Male,39,Prepaid,4G,20,06-01-2024,261.9,6.83,284,7,1,UPI,Oppo,1,0,1,43,3,0
CUST000559,South,North Carolina,Winston-Salem,2,Male,37,Prepaid,4G,1,06-08-2025,343.93,15.83,582,4,1,Cash,Samsung,0,0,1,11,0,0
CUST000560,South,Georgia,Atlanta,1,Male,37,Postpaid,4G,39,08-06-2022,673.29,5.13,247,7,1,NetBanking,Motorola,0,0,0,48,6,0
CUST000561,South,North Carolina,Charlotte,1,Female,33,Postpaid,4G,38,08-07-2022,754.23,26.36,424,10,1,Debit Card,Samsung,0,0,1,-30,5,0
CUST000562,Midwest,Illinois,Aurora,2,Female,18,Prepaid,4G,1,06-08-2025,188.09,15.92,368,13,2,UPI,Motorola,0,0,0,43,0,0
CUST000563,Midwest,Illinois,Naperville,2,Female,33,Prepaid,4G,16,07-05-2024,158.75,18.55,348,8,1,UPI,Samsung,0,0,0,-7,1,0
CUST000564,Midwest,Indiana,Evansville,2,Male,32,Prepaid,4G,16,07-05-2024,227.37,12.4,406,8,1,Cash,Xiaomi,0,0,0,73,4,0
CUST000565,West,California,Los Angeles,1,Male,38,Prepaid,4G,1,06-08-2025,241.13,17.34,385,6,0.5,UPI,Oppo,0,0,0,54,5,0
CUST000566,South,Florida,Tampa,1,Female,28,Prepaid,2G,7,05-02-2025,144.58,19.75,551,9,2,UPI,Samsung,0,0,0,20,1,0
CUST000567,West,Oregon,Portland,1,Female,32,Prepaid,5G,62,09-07-2020,304.4,22.65,583,5,1,UPI,Other,0,0,0,47,3,0
CUST000568,West,Oregon,Portland,1,Other,32,Postpaid,4G,44,07-01-2022,749.92,7.97,479,12,1,NetBanking,Oppo,1,0,1,92,2,0
CUST000569,Midwest,Ohio,Toledo,2,Male,25,Prepaid,5G,20,06-01-2024,212.96,22.27,396,9,2,Debit Card,Xiaomi,1,0,1,22,0,0
CUST000570,West,Washington,Bellevue,3,Male,21,Prepaid,4G,1,06-08-2025,193.12,45.26,449,8,2,Debit Card,Motorola,1,0,0,37,6,0
CUST000571,South,Maryland,Baltimore,1,Female,35,Prepaid,4G,1,06-08-2025,256.21,17.19,522,6,1,UPI,Apple,0,1,0,42,2,1
CUST000572,Northeast,Rhode Island,Pawtucket,3,Female,41,Prepaid,4G,23,07-10-2023,228.06,16.16,546,8,1,Cash,Apple,0,0,1,45,0,0
CUST000573,West,Oregon,Eugene,2,Female,26,Prepaid,5G,14,07-07-2024,226.05,51.22,461,2,0.5,UPI,Xiaomi,0,0,0,14,1,0
CUST000574,South,Virginia,Richmond,2,Female,30,Prepaid,2G,2,07-07-2025,252.72,9.51,610,8,2,Debit Card,Samsung,1,0,0,55,2,0
CUST000575,Northeast,Massachusetts,Springfield,2,Female,39,Prepaid,4G,17,07-04-2024,261.81,25.38,349,5,2,UPI,Realme,1,0,0,26,2,0
CUST000576,Midwest,Minnesota,Duluth,3,Male,40,Prepaid,5G,29,08-04-2023,290.22,14.61,563,6,1,UPI,Xiaomi,1,0,0,32,2,0
CUST000577,Midwest,Ohio,Toledo,2,Female,34,Prepaid,4G,25,07-08-2023,176.53,28.56,507,12,1,Cash,Vivo,0,1,0,6,1,0
CUST000578,Midwest,Minnesota,Rochester,2,Female,35,Prepaid,4G,5,06-04-2025,187.06,24.02,350,4,2,UPI,Realme,0,0,0,62,3,0
CUST000579,West,Colorado,Denver,1,Female,36,Prepaid,4G,5,06-04-2025,254.45,11.62,455,5,1,UPI,Samsung,0,0,1,-6,1,0
CUST000580,West,Oregon,Eugene,2,Male,38,Prepaid,4G,61,08-08-2020,178.84,12.69,462,16,1,UPI,Other,1,0,0,-26,2,0
CUST000581,West,Nevada,North Las Vegas,3,Male,22,Postpaid,4G,37,08-08-2022,525.84,32.1,404,10,1,Credit Card,Vivo,1,0,0,-48,1,0
CUST000582,Northeast,Rhode Island,Warwick,2,Female,49,Prepaid,4G,39,08-06-2022,229.01,4.89,410,9,1,UPI,Apple,0,0,1,53,2,0
CUST000583,West,Arizona,Mesa,2,Male,34,Prepaid,4G,6,07-03-2025,246.03,11.41,244,10,1,UPI,OnePlus,0,0,0,8,4,0
CUST000584,West,Washington,Seattle,1,Female,38,Postpaid,4G,31,06-02-2023,853.11,25.91,340,7,1,Credit Card,Motorola,0,0,0,4,1,0
CUST000585,South,Maryland,Bowie,3,Male,25,Postpaid,5G,40,08-05-2022,576.89,20.04,396,15,1,UPI,Motorola,1,0,0,26,2,0
CUST000586,West,California,Long Beach,2,Male,30,Prepaid,4G,3,06-06-2025,228.53,16.13,357,9,2,UPI,Oppo,1,0,0,-18,0,0
CUST000587,Midwest,Indiana,Carmel,3,Female,35,Prepaid,4G,3,06-06-2025,219.71,4.37,326,8,1,Debit Card,Other,1,0,0,38,0,0
CUST000588,Midwest,Missouri,Columbia,2,Male,18,Prepaid,5G,1,06-08-2025,210.71,12.03,554,8,2,UPI,OnePlus,0,0,1,100,1,0
CUST000589,Midwest,Michigan,Detroit,1,Male,23,Postpaid,4G,38,08-07-2022,602.08,26.84,410,10,1,UPI,Xiaomi,1,1,0,50,2,0
CUST000590,Midwest,Illinois,Peoria,3,Male,25,Prepaid,2G,5,06-04-2025,172.27,9.48,687,5,1,UPI,Samsung,0,0,0,39,1,0
CUST000591,Midwest,Ohio,Canton,3,Female,20,Prepaid,4G,33,07-12-2022,236.67,6.81,455,9,1,Cash,OnePlus,0,0,0,57,1,0
CUST000592,South,North Carolina,Durham,2,Male,32,Prepaid,4G,29,08-04-2023,176.69,28.13,547,14,1,Cash,Realme,0,0,0,100,0,0
CUST000593,Midwest,Ohio,Canton,3,Female,31,Prepaid,4G,1,06-08-2025,138.92,20.28,399,8,2,Debit Card,Apple,1,0,0,11,0,1
CUST000594,West,California,Fresno,2,Male,44,Prepaid,3G,18,07-03-2024,208.73,7.74,348,8,0.5,UPI,Samsung,0,0,0,12,0,0
CUST000595,Midwest,Indiana,Bloomington,3,Female,21,Prepaid,4G,23,07-10-2023,268.21,16.17,457,8,1,Debit Card,Other,0,0,0,6,2,0
CUST000596,West,Nevada,Las Vegas,1,Male,34,Prepaid,4G,22,07-11-2023,128.21,7.9,583,10,1,UPI,Realme,0,0,1,-27,3,0
CUST000597,South,Tennessee,Memphis,1,Male,24,Postpaid,4G,49,08-08-2021,665.4,16.29,415,9,1,UPI,Xiaomi,1,0,0,30,4,0
CUST000598,Midwest,Ohio,Toledo,2,Male,18,Prepaid,4G,23,07-10-2023,237.01,16.54,479,6,0.5,Debit Card,Realme,0,0,1,26,1,0
CUST000599,Midwest,Indiana,Bloomington,3,Male,37,Prepaid,4G,3,06-06-2025,137.06,9.16,458,8,1,UPI,Samsung,1,0,0,36,1,0
CUST000600,Midwest,Minnesota,Rochester,2,Female,38,Prepaid,4G,6,07-03-2025,201.47,23.23,412,4,1,UPI,Vivo,1,0,1,-11,1,0
CUST000601,Midwest,Wisconsin,Racine,3,Male,36,Prepaid,4G,33,07-12-2022,164.42,25.49,418,10,2,Debit Card,Samsung,0,0,1,-41,3,0
CUST000602,West,Nevada,Las Vegas,1,Male,20,Prepaid,5G,41,08-04-2022,199.71,23.53,304,8,1,NetBanking,OnePlus,0,0,0,-44,3,0
CUST000603,Midwest,Michigan,Grand Rapids,2,Female,32,Prepaid,5G,5,06-04-2025,193.9,25.75,422,6,1,UPI,Vivo,0,0,0,36,2,0
CUST000604,Midwest,Illinois,Peoria,3,Male,37,Prepaid,4G,1,06-08-2025,165.07,6.22,506,15,0.5,UPI,Oppo,0,0,0,38,2,0
CUST000605,Midwest,Indiana,South Bend,3,Male,40,Prepaid,5G,35,07-10-2022,161.75,45.49,454,6,1,UPI,Motorola,0,0,0,86,1,0
CUST000606,West,Oregon,Portland,1,Female,37,Postpaid,5G,17,07-04-2024,692.89,22.82,446,8,1,Credit Card,Realme,1,0,0,66,4,0
CUST000607,Midwest,Wisconsin,Madison,2,Female,40,Prepaid,4G,7,05-02-2025,299.09,8.49,514,3,1,Debit Card,Xiaomi,0,0,0,-21,3,0
CUST000608,West,Nevada,North Las Vegas,3,Male,41,Postpaid,4G,22,07-11-2023,690.93,19.49,448,4,1,NetBanking,Realme,0,0,1,-13,1,0
CUST000609,South,Georgia,Atlanta,1,Male,32,Postpaid,5G,14,07-07-2024,821.26,37.7,422,12,1,NetBanking,Apple,1,0,1,43,2,0
CUST000610,South,Florida,Miami,1,Female,36,Postpaid,5G,20,06-01-2024,795.67,32.78,510,11,1,Debit Card,Oppo,1,0,0,26,4,0
CUST000611,Midwest,Missouri,St. Louis,1,Male,40,Prepaid,4G,15,06-06-2024,212.1,7.76,444,10,2,NetBanking,OnePlus,0,0,0,59,2,0
CUST000612,Northeast,New York,Albany,3,Female,35,Prepaid,4G,1,06-08-2025,222.43,23.44,395,14,1,Debit Card,Xiaomi,0,0,0,73,4,0
CUST000613,South,Florida,St. Petersburg,2,Male,42,Postpaid,4G,22,07-11-2023,731.72,17.22,481,6,1,Debit Card,Oppo,0,0,0,38,1,0
CUST000614,Midwest,Michigan,Detroit,1,Female,39,Prepaid,4G,1,06-08-2025,273.13,20.1,420,5,0.5,UPI,Apple,0,0,0,27,1,0
CUST000615,Northeast,New Jersey,Paterson,2,Male,26,Prepaid,4G,1,06-08-2025,217.78,9.2,393,9,2,UPI,Motorola,1,0,0,-11,2,0
CUST000616,Midwest,Missouri,Columbia,2,Female,20,Prepaid,4G,7,05-02-2025,230.8,27.87,441,8,1,UPI,Xiaomi,0,0,0,-9,0,0
CUST000617,Midwest,Indiana,Fort Wayne,2,Male,32,Prepaid,2G,12,06-09-2024,308.51,16.6,445,8,2,UPI,Realme,0,0,0,48,3,0
CUST000618,West,California,Sacramento,2,Female,21,Prepaid,5G,89,10-04-2018,243.58,40.99,287,10,0.5,UPI,Xiaomi,1,0,0,-18,0,0
CUST000619,Northeast,New Jersey,Paterson,2,Male,32,Prepaid,4G,10,05-11-2024,197.39,5.92,468,6,2,Debit Card,Oppo,1,1,0,12,1,0
CUST000620,South,Maryland,Baltimore,1,Male,31,Postpaid,4G,43,06-02-2022,691.12,7.7,649,5,1,NetBanking,Motorola,0,0,0,-15,4,0
CUST000621,Midwest,Indiana,Evansville,2,Female,43,Prepaid,4G,13,06-08-2024,167.83,12.88,309,4,1,UPI,Oppo,0,1,0,-10,3,0
CUST000622,Midwest,Minnesota,Bloomington,2,Male,36,Prepaid,4G,21,07-12-2023,303.88,35.89,360,12,2,Cash,Samsung,0,0,1,19,2,0
CUST000623,West,Colorado,Denver,1,Female,40,Prepaid,5G,3,06-06-2025,304.15,65.22,747,5,1,Cash,Oppo,0,0,0,15,3,0
CUST000624,West,Oregon,Portland,1,Male,27,Prepaid,4G,48,07-09-2021,243.33,8.73,329,12,0.5,UPI,Oppo,1,0,0,46,2,0
CUST000625,South,Virginia,Richmond,2,Female,45,Prepaid,4G,13,06-08-2024,297.23,15.36,580,5,1,Debit Card,Motorola,1,0,1,69,0,0
CUST000626,West,Arizona,Phoenix,1,Male,40,Prepaid,4G,5,06-04-2025,265.3,16.33,398,7,2,UPI,Xiaomi,0,0,1,17,3,0
CUST000627,West,Colorado,Fort Collins,3,Female,35,Prepaid,4G,49,08-08-2021,192.77,22.89,431,10,1,UPI,Other,0,0,0,-17,2,0
CUST000628,South,Maryland,Baltimore,1,Female,18,Prepaid,4G,17,07-04-2024,276.26,25.3,407,11,2,NetBanking,Oppo,0,0,0,13,3,0
CUST000629,Midwest,Michigan,Lansing,3,Male,42,Prepaid,4G,11,06-10-2024,225.95,7.62,479,7,1,UPI,Xiaomi,0,0,0,58,3,0
CUST000630,West,Colorado,Aurora,2,Female,47,Prepaid,4G,15,06-06-2024,243.51,15.47,236,6,0.5,UPI,OnePlus,0,0,0,-10,1,1
CUST000631,South,Georgia,Atlanta,1,Female,32,Prepaid,4G,24,07-09-2023,185.24,4.46,451,10,1,UPI,Oppo,0,0,0,-12,2,0
CUST000632,Midwest,Missouri,Lee's Summit,3,Male,32,Prepaid,5G,3,06-06-2025,177.59,32.67,373,2,1,Debit Card,Apple,0,0,0,-25,2,0
CUST000633,South,Georgia,Athens,3,Female,27,Prepaid,2G,36,07-09-2022,269.54,12.14,203,7,2,Cash,Xiaomi,0,0,0,74,2,0
CUST000634,South,North Carolina,Wilmington,3,Male,18,Prepaid,4G,57,08-12-2020,277.73,7.22,562,8,1,Debit Card,Motorola,0,0,0,-55,3,0
CUST000635,Midwest,Minnesota,Bloomington,2,Female,26,Prepaid,4G,15,06-06-2024,266.6,18.17,172,6,1,UPI,Samsung,0,0,0,-13,1,0
CUST000636,West,Oregon,Portland,1,Male,46,Prepaid,5G,20,06-01-2024,328.75,16.09,683,11,1,UPI,OnePlus,0,0,0,-14,2,1
CUST000637,South,North Carolina,Durham,2,Male,41,Prepaid,4G,35,07-10-2022,233.09,31.72,496,6,3,UPI,Vivo,1,0,0,12,2,0
CUST000638,West,Nevada,North Las Vegas,3,Male,25,Postpaid,5G,26,08-07-2023,660.85,14.11,263,6,1,NetBanking,Xiaomi,0,0,0,3,0,0
CUST000639,West,Colorado,Denver,1,Female,26,Postpaid,5G,57,08-12-2020,590.42,91.49,567,3,1,UPI,Xiaomi,0,1,0,30,1,0
CUST000640,West,California,San Jose,1,Female,51,Prepaid,4G,20,06-01-2024,216.78,24.85,333,10,1,NetBanking,Motorola,1,1,0,6,2,0
CUST000641,Midwest,Michigan,Flint,3,Female,22,Prepaid,4G,13,06-08-2024,130.47,32.22,337,15,0.5,UPI,Apple,0,0,0,-10,1,0
CUST000642,West,Colorado,Lakewood,3,Male,25,Prepaid,4G,2,07-07-2025,197.14,8.03,211,9,1,UPI,Samsung,1,0,0,9,2,0
CUST000643,Midwest,Indiana,Indianapolis,1,Male,28,Postpaid,4G,39,08-06-2022,452.98,52.22,313,4,1,Credit Card,Motorola,1,0,1,-18,3,0
CUST000644,West,Colorado,Lakewood,3,Female,19,Prepaid,4G,28,08-05-2023,253.24,7.19,338,10,1,UPI,Samsung,1,0,0,61,1,0
CUST000645,Midwest,Illinois,Aurora,2,Female,27,Prepaid,4G,3,06-06-2025,225.54,13.12,524,13,1,NetBanking,Samsung,0,0,0,72,3,0
CUST000646,Midwest,Michigan,Warren,2,Male,27,Prepaid,4G,13,06-08-2024,128.95,32.55,561,8,1,Debit Card,Vivo,0,0,0,-39,0,1
CUST000647,South,Tennessee,Chattanooga,2,Male,23,Prepaid,4G,26,08-07-2023,202.41,20.17,276,6,1,UPI,Other,0,0,1,41,3,0
CUST000648,South,Virginia,Virginia Beach,1,Male,43,Prepaid,4G,80,08-01-2019,318.71,7.07,460,12,1,UPI,Xiaomi,0,1,0,28,2,0
CUST000649,Northeast,Massachusetts,Worcester,2,Male,21,Prepaid,4G,38,08-07-2022,204.97,29.41,201,6,1,Cash,OnePlus,0,0,0,28,5,0
CUST000650,West,California,San Francisco,1,Female,30,Postpaid,5G,52,09-05-2021,580.2,29.56,455,6,1,Credit Card,Realme,0,0,0,7,2,0
CUST000651,Midwest,Michigan,Ann Arbor,3,Female,24,Postpaid,4G,31,06-02-2023,385.74,13.91,685,10,1,NetBanking,Oppo,1,1,0,0,1,0
CUST000652,South,Florida,St. Petersburg,2,Female,30,Prepaid,4G,32,07-01-2023,139.77,5.9,214,3,2,UPI,Other,0,0,0,58,1,0
CUST000653,South,Virginia,Richmond,2,Female,23,Prepaid,4G,3,06-06-2025,231.42,19.31,303,5,2,UPI,Vivo,0,0,0,59,1,0
CUST000654,South,Virginia,Virginia Beach,1,Male,32,Prepaid,4G,3,06-06-2025,222.65,13.49,513,9,2,UPI,Xiaomi,0,0,0,29,1,0
CUST000655,West,Oregon,Hillsboro,3,Female,34,Prepaid,4G,2,07-07-2025,195.96,16.34,527,10,1,Cash,Xiaomi,1,0,1,-31,0,0
CUST000656,Midwest,Michigan,Detroit,1,Female,44,Postpaid,4G,42,09-03-2022,648.43,6.9,315,8,1,Debit Card,Other,1,0,0,27,4,0
CUST000657,West,California,Fresno,2,Male,26,Prepaid,4G,35,07-10-2022,204.39,11.57,603,6,2,UPI,Realme,0,0,0,11,3,0
CUST000658,West,Colorado,Denver,1,Female,46,Postpaid,4G,41,08-04-2022,552.74,23.82,326,6,1,UPI,Realme,1,0,0,23,2,0
CUST000659,South,Texas,Laredo,3,Male,24,Prepaid,5G,38,08-07-2022,222.64,61.93,615,5,1,Debit Card,Samsung,0,0,0,29,2,0
CUST000660,South,Florida,Miami,1,Female,29,Prepaid,4G,9,06-12-2024,183.09,13.16,482,9,2,UPI,OnePlus,1,0,0,21,4,0
CUST000661,West,Arizona,Gilbert,3,Male,47,Prepaid,5G,14,07-07-2024,179.77,47.76,570,7,1,Cash,Apple,1,0,0,60,0,1
CUST000662,Northeast,Pennsylvania,Reading,2,Female,58,Prepaid,4G,3,06-06-2025,250.43,23.86,468,7,1,UPI,OnePlus,0,0,0,2,2,0
CUST000663,South,Tennessee,Chattanooga,2,Male,47,Prepaid,4G,5,06-04-2025,225.05,17.12,504,12,2,Debit Card,Samsung,1,0,0,59,3,0
CUST000664,West,Colorado,Aurora,2,Male,29,Prepaid,4G,2,07-07-2025,237.43,8.11,513,6,1,NetBanking,Samsung,0,0,0,13,0,0
CUST000665,Midwest,Wisconsin,Green Bay,2,Other,36,Prepaid,4G,9,06-12-2024,296.02,8.31,565,9,1,NetBanking,Xiaomi,0,0,0,53,0,0
CUST000666,Midwest,Indiana,Evansville,2,Female,38,Postpaid,4G,17,07-04-2024,592.84,25.86,419,3,1,Credit Card,Realme,0,0,0,57,1,0
CUST000667,West,Nevada,Las Vegas,1,Male,35,Postpaid,5G,16,07-05-2024,702.58,17.58,317,8,1,UPI,Samsung,1,0,0,40,2,0
CUST000668,Midwest,Wisconsin,Green Bay,2,Male,22,Postpaid,4G,44,07-01-2022,568.28,12.34,417,7,1,UPI,Motorola,0,0,0,4,0,0
CUST000669,Midwest,Ohio,Cleveland,1,Male,34,Postpaid,5G,28,08-05-2023,646.79,21.63,344,8,1,UPI,Vivo,0,0,0,-39,2,0
CUST000670,West,Colorado,Denver,1,Female,27,Postpaid,5G,42,09-03-2022,578.73,21.85,352,9,1,Credit Card,Samsung,1,0,0,42,2,0
CUST000671,Midwest,Indiana,Carmel,3,Female,23,Prepaid,4G,7,05-02-2025,213.36,25.55,622,6,2,UPI,Other,0,0,2,10,3,0
CUST000672,Midwest,Missouri,Springfield,2,Female,29,Prepaid,4G,9,06-12-2024,224.2,10.99,501,8,1,UPI,Apple,1,0,0,28,1,0
CUST000673,Midwest,Illinois,Rockford,3,Male,34,Prepaid,5G,44,07-01-2022,226.43,32.49,491,5,3,UPI,Samsung,1,0,1,59,1,0
CUST000674,South,Maryland,Rockville,2,Female,41,Prepaid,4G,19,06-02-2024,212.57,19.37,553,8,1,Debit Card,Samsung,0,0,0,1,4,0
CUST000675,West,Oregon,Eugene,2,Male,29,Prepaid,4G,1,06-08-2025,247.05,5.45,502,3,3,Debit Card,Realme,1,0,0,30,1,0
CUST000676,Northeast,Pennsylvania,Lancaster,3,Male,31,Prepaid,4G,1,06-08-2025,211.18,17.76,649,8,1,UPI,Xiaomi,0,0,0,-32,0,0
CUST000677,Midwest,Minnesota,Rochester,2,Female,39,Postpaid,4G,28,08-05-2023,550.88,3.6,177,10,1,NetBanking,Realme,0,0,0,38,1,0
CUST000678,West,Nevada,Henderson,2,Female,32,Prepaid,4G,11,06-10-2024,172.92,8.7,308,12,1,UPI,Apple,1,0,0,4,0,0
CUST000679,Northeast,Rhode Island,Pawtucket,3,Female,35,Postpaid,4G,23,07-10-2023,414.12,23.57,340,6,1,UPI,Nokia,1,0,0,-55,2,0
